source_address,n_days,visitor_type,device_class
dc:0b:34:fe:5b:53,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:6b:d0,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:9f:bc,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:a2:52,1,One-time (1 day),Interview-only (Outsider)
dc:0b:34:fe:d1:40,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:d7:4b,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:e0:a9,1,One-time (1 day),Interview-only (Outsider)
dc:0b:34:fe:e1:a3,1,One-time (1 day),Not seen during interview
dc:0b:34:fe:e5:3f,6,Occasional (3-9 days),Not seen during interview
dc:0b:34:fe:fd:83,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:0c:d0,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:2c:4b,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:5f:08,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:62:24,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:83:ee,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:d3:a5,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:ec:d1,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:ee:73,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:fc:76,1,One-time (1 day),Not seen during interview
dc:0b:34:ff:fe:a3,1,One-time (1 day),Not seen during interview
dc:0c:5c:87:8f:49,1,One-time (1 day),Interview-only (Outsider)
dc:2b:2a:c3:c6:7c,4,Occasional (3-9 days),Not seen during interview
dc:37:14:0e:c3:cb,20,Resident (20+ days),Campus member (seen during interview)
dc:37:14:20:99:9b,24,Resident (20+ days),Campus member (seen during interview)
dc:37:14:62:0e:93,25,Resident (20+ days),Campus member (seen during interview)
dc:37:14:87:0c:6e,18,Regular (10-19 days),Campus member (seen during interview)
dc:37:14:89:92:ee,19,Regular (10-19 days),Campus member (seen during interview)
dc:41:5f:74:37:e6,1,One-time (1 day),Not seen during interview
dc:41:5f:e3:45:50,12,Regular (10-19 days),Not seen during interview
dc:56:e7:02:82:0d,24,Resident (20+ days),Campus member (seen during interview)
dc:56:e7:05:15:dd,23,Resident (20+ days),Campus member (seen during interview)
dc:56:e7:09:94:24,10,Regular (10-19 days),Campus member (seen during interview)
dc:56:e7:0b:e6:26,22,Resident (20+ days),Campus member (seen during interview)
dc:56:e7:25:f5:c0,10,Regular (10-19 days),Not seen during interview
dc:56:e7:28:fe:f8,17,Regular (10-19 days),Not seen during interview
dc:56:e7:63:e9:35,1,One-time (1 day),Not seen during interview
dc:56:e7:6f:f8:b9,15,Regular (10-19 days),Not seen during interview
dc:56:e7:7d:4d:a7,1,One-time (1 day),Not seen during interview
dc:56:e7:9b:62:8d,26,Resident (20+ days),Campus member (seen during interview)
dc:56:e7:a0:f2:1f,26,Resident (20+ days),Campus member (seen during interview)
dc:56:e7:a9:42:f3,19,Regular (10-19 days),Campus member (seen during interview)
dc:56:e7:d7:8a:8e,26,Resident (20+ days),Campus member (seen during interview)
dc:66:72:13:74:bf,8,Occasional (3-9 days),Not seen during interview
dc:66:72:13:80:f1,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:13:b3:19,12,Regular (10-19 days),Campus member (seen during interview)
dc:66:72:26:0b:67,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:26:10:45,1,One-time (1 day),Not seen during interview
dc:66:72:26:12:89,1,One-time (1 day),Not seen during interview
dc:66:72:37:c2:41,1,One-time (1 day),Not seen during interview
dc:66:72:37:c5:bb,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:40:af:a9,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:4f:f8:77,1,One-time (1 day),Not seen during interview
dc:66:72:70:50:6b,1,One-time (1 day),Not seen during interview
dc:66:72:70:5a:53,19,Regular (10-19 days),Campus member (seen during interview)
dc:66:72:7e:f0:5b,2,Rare (2 days),Not seen during interview
dc:66:72:98:db:03,1,One-time (1 day),Not seen during interview
dc:66:72:99:ef:b3,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:ab:84:a3,1,One-time (1 day),Not seen during interview
dc:66:72:c2:19:1f,27,Resident (20+ days),Campus member (seen during interview)
dc:66:72:c2:29:2f,15,Regular (10-19 days),Campus member (seen during interview)
dc:66:72:c9:6e:c1,15,Regular (10-19 days),Campus member (seen during interview)
dc:66:72:d0:ad:61,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:d7:1d:65,13,Regular (10-19 days),Not seen during interview
dc:66:72:de:a7:4b,1,One-time (1 day),Not seen during interview
dc:66:72:fa:8a:c7,17,Regular (10-19 days),Campus member (seen during interview)
dc:66:72:fa:96:27,23,Resident (20+ days),Campus member (seen during interview)
dc:66:72:fa:9b:a7,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:fa:9d:b7,1,One-time (1 day),Interview-only (Outsider)
dc:66:72:fc:27:03,1,One-time (1 day),Not seen during interview
dc:9b:9c:0a:ae:a8,22,Resident (20+ days),Campus member (seen during interview)
dc:a4:ca:17:53:1b,1,One-time (1 day),Not seen during interview
dc:a4:ca:5b:70:7f,3,Occasional (3-9 days),Not seen during interview
dc:a4:ca:5e:84:cd,6,Occasional (3-9 days),Campus member (seen during interview)
dc:a4:ca:5f:df:d0,22,Resident (20+ days),Campus member (seen during interview)
dc:a4:ca:8d:06:ba,27,Resident (20+ days),Campus member (seen during interview)
dc:a4:ca:96:47:11,11,Regular (10-19 days),Not seen during interview
dc:a4:ca:96:b1:19,10,Regular (10-19 days),Not seen during interview
dc:a4:ca:ad:bf:80,7,Occasional (3-9 days),Not seen during interview
dc:a4:ca:b5:23:d7,1,One-time (1 day),Not seen during interview
dc:a4:ca:b9:68:f5,17,Regular (10-19 days),Campus member (seen during interview)
dc:a4:ca:bb:72:4c,1,One-time (1 day),Not seen during interview
dc:a4:ca:d9:35:0d,21,Resident (20+ days),Campus member (seen during interview)
dc:a4:ca:d9:d8:53,2,Rare (2 days),Not seen during interview
dc:a9:04:17:96:6a,14,Regular (10-19 days),Campus member (seen during interview)
dc:a9:04:17:a0:2d,21,Resident (20+ days),Campus member (seen during interview)
dc:a9:04:18:e2:31,10,Regular (10-19 days),Campus member (seen during interview)
dc:a9:04:1c:ab:c0,1,One-time (1 day),Not seen during interview
dc:a9:04:74:72:36,4,Occasional (3-9 days),Not seen during interview
dc:a9:04:7d:e5:3c,2,Rare (2 days),Not seen during interview
dc:a9:04:7d:f7:7e,4,Occasional (3-9 days),Not seen during interview
dc:a9:04:87:87:ab,11,Regular (10-19 days),Campus member (seen during interview)
dc:a9:04:8e:e4:38,8,Occasional (3-9 days),Not seen during interview
dc:a9:04:8f:05:9d,1,One-time (1 day),Not seen during interview
dc:a9:04:95:94:c4,1,One-time (1 day),Not seen during interview
dc:a9:04:95:a7:af,15,Regular (10-19 days),Campus member (seen during interview)
dc:a9:04:9a:79:91,16,Regular (10-19 days),Not seen during interview
dc:a9:04:ee:13:62,6,Occasional (3-9 days),Campus member (seen during interview)
dc:d3:a2:d3:5d:30,20,Resident (20+ days),Campus member (seen during interview)
dc:d3:a2:d5:c6:dc,17,Regular (10-19 days),Not seen during interview
dc:d3:a2:db:ec:e9,27,Resident (20+ days),Campus member (seen during interview)
dc:d3:a2:de:bb:2c,11,Regular (10-19 days),Campus member (seen during interview)
dc:d3:a2:e1:30:6d,19,Regular (10-19 days),Campus member (seen during interview)
dc:f7:56:06:5a:4c,2,Rare (2 days),Not seen during interview
dc:f7:56:0a:fa:60,2,Rare (2 days),Not seen during interview
dc:f7:56:16:3c:7e,2,Rare (2 days),Not seen during interview
dc:f7:56:16:48:38,1,One-time (1 day),Interview-only (Outsider)
dc:f7:56:18:f1:d0,1,One-time (1 day),Not seen during interview
dc:f7:56:19:13:50,1,One-time (1 day),Interview-only (Outsider)
dc:f7:56:20:09:64,18,Regular (10-19 days),Campus member (seen during interview)
dc:f7:56:34:df:c0,5,Occasional (3-9 days),Not seen during interview
dc:f7:56:3f:57:9e,20,Resident (20+ days),Campus member (seen during interview)
dc:f7:56:3f:5c:f6,3,Occasional (3-9 days),Campus member (seen during interview)
dc:f7:56:41:49:5a,1,One-time (1 day),Not seen during interview
dc:f7:56:41:50:a8,1,One-time (1 day),Not seen during interview
dc:f7:56:43:5a:9e,1,One-time (1 day),Interview-only (Outsider)
dc:f7:56:4f:80:f2,2,Rare (2 days),Not seen during interview
dc:f7:56:4f:81:6a,23,Resident (20+ days),Campus member (seen during interview)
dc:f7:56:4f:83:28,27,Resident (20+ days),Campus member (seen during interview)
dc:f7:56:52:8a:30,1,One-time (1 day),Not seen during interview
dc:f7:56:5f:a8:dc,15,Regular (10-19 days),Campus member (seen during interview)
dc:f7:56:5f:e0:68,1,One-time (1 day),Not seen during interview
dc:f7:56:6f:9b:74,1,One-time (1 day),Interview-only (Outsider)
dc:f7:56:6f:9e:88,2,Rare (2 days),Not seen during interview
dc:f7:56:98:4c:64,2,Rare (2 days),Not seen during interview
dc:f7:56:9c:3e:8a,2,Rare (2 days),Not seen during interview
dc:f7:56:9c:3e:a4,1,One-time (1 day),Not seen during interview
dc:f7:56:9c:3e:e2,1,One-time (1 day),Not seen during interview
dc:f7:56:a0:f1:00,1,One-time (1 day),Not seen during interview
dc:f7:56:a7:7d:02,1,One-time (1 day),Not seen during interview
dc:f7:56:a9:e3:ac,4,Occasional (3-9 days),Campus member (seen during interview)
dc:f7:56:a9:e5:04,2,Rare (2 days),Not seen during interview
dc:f7:56:aa:4f:7c,1,One-time (1 day),Not seen during interview
dc:f7:56:b4:eb:90,10,Regular (10-19 days),Not seen during interview
dc:f7:56:b9:a1:9c,5,Occasional (3-9 days),Campus member (seen during interview)
dc:f7:56:be:cc:ca,1,One-time (1 day),Interview-only (Outsider)
dc:f7:56:be:cd:b8,4,Occasional (3-9 days),Not seen during interview
dc:f7:56:be:cf:e0,1,One-time (1 day),Not seen during interview
dc:f7:56:c8:73:c6,2,Rare (2 days),Campus member (seen during interview)
dc:f7:56:c8:74:16,1,One-time (1 day),Not seen during interview
dc:f7:56:c8:74:22,1,One-time (1 day),Not seen during interview
dc:f7:56:ec:e8:60,15,Regular (10-19 days),Not seen during interview
dc:f7:56:f7:66:aa,25,Resident (20+ days),Campus member (seen during interview)
dc:f7:56:fa:4c:3c,2,Rare (2 days),Not seen during interview
e0:33:8e:51:dc:7b,25,Resident (20+ days),Campus member (seen during interview)
e0:33:8e:d1:71:7c,5,Occasional (3-9 days),Campus member (seen during interview)
e0:33:8e:eb:4b:d2,24,Resident (20+ days),Campus member (seen during interview)
e0:5f:45:11:3d:88,16,Regular (10-19 days),Not seen during interview
e0:5f:45:12:e4:d0,24,Resident (20+ days),Campus member (seen during interview)
e0:5f:45:18:74:2a,18,Regular (10-19 days),Campus member (seen during interview)
e0:5f:45:3d:1c:6d,21,Resident (20+ days),Campus member (seen during interview)
e0:5f:45:48:1e:cf,1,One-time (1 day),Not seen during interview
e0:5f:45:4f:05:18,1,One-time (1 day),Not seen during interview
e0:5f:45:52:5d:9b,1,One-time (1 day),Not seen during interview
e0:5f:45:6a:74:c5,2,Rare (2 days),Not seen during interview
e0:5f:45:71:01:b4,10,Regular (10-19 days),Not seen during interview
e0:5f:45:73:30:1c,13,Regular (10-19 days),Campus member (seen during interview)
e0:5f:45:76:25:1d,19,Regular (10-19 days),Campus member (seen during interview)
e0:5f:45:78:5b:6b,21,Resident (20+ days),Campus member (seen during interview)
e0:5f:45:7a:17:4f,4,Occasional (3-9 days),Not seen during interview
e0:5f:45:8a:91:a6,1,One-time (1 day),Interview-only (Outsider)
e0:5f:45:8a:c0:2c,2,Rare (2 days),Campus member (seen during interview)
e0:5f:45:cf:d1:25,1,One-time (1 day),Not seen during interview
e0:5f:45:d1:6b:49,25,Resident (20+ days),Campus member (seen during interview)
e0:5f:45:d4:92:e6,10,Regular (10-19 days),Campus member (seen during interview)
e0:5f:45:d5:e8:d8,6,Occasional (3-9 days),Not seen during interview
e0:5f:45:d6:9d:cf,1,One-time (1 day),Not seen during interview
e0:5f:45:d7:b6:e6,2,Rare (2 days),Not seen during interview
e0:62:67:35:16:ef,18,Regular (10-19 days),Campus member (seen during interview)
e0:89:7e:1d:3a:3b,22,Resident (20+ days),Not seen during interview
e0:89:7e:1d:45:3e,8,Occasional (3-9 days),Campus member (seen during interview)
e0:89:7e:1e:61:a4,1,One-time (1 day),Not seen during interview
e0:89:7e:20:97:9d,17,Regular (10-19 days),Campus member (seen during interview)
e0:89:7e:26:7b:a8,26,Resident (20+ days),Campus member (seen during interview)
e0:89:7e:46:64:55,19,Regular (10-19 days),Campus member (seen during interview)
e0:89:7e:49:9f:d3,12,Regular (10-19 days),Not seen during interview
e0:89:7e:4c:3a:2d,22,Resident (20+ days),Not seen during interview
e0:89:7e:4d:ca:00,1,One-time (1 day),Not seen during interview
e0:89:7e:52:7d:86,1,One-time (1 day),Interview-only (Outsider)
e0:89:7e:52:e4:3b,24,Resident (20+ days),Not seen during interview
e0:89:7e:53:b8:93,21,Resident (20+ days),Campus member (seen during interview)
e0:89:7e:55:42:77,1,One-time (1 day),Interview-only (Outsider)
e0:89:7e:56:e7:58,14,Regular (10-19 days),Campus member (seen during interview)
e0:89:7e:e6:52:4a,1,One-time (1 day),Not seen during interview
e0:89:7e:ec:a4:42,20,Resident (20+ days),Campus member (seen during interview)
e0:89:7e:ec:f5:9b,1,One-time (1 day),Not seen during interview
e0:99:71:1e:9e:ba,2,Rare (2 days),Not seen during interview
e0:99:71:1e:d6:74,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:1e:d9:84,1,One-time (1 day),Not seen during interview
e0:99:71:1e:dd:da,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:1e:f5:7e,1,One-time (1 day),Not seen during interview
e0:99:71:1f:74:2a,11,Regular (10-19 days),Campus member (seen during interview)
e0:99:71:1f:76:62,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:1f:e1:ea,21,Resident (20+ days),Campus member (seen during interview)
e0:99:71:20:53:96,1,One-time (1 day),Not seen during interview
e0:99:71:20:6f:3e,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:20:a4:e4,1,One-time (1 day),Not seen during interview
e0:99:71:21:96:ac,1,One-time (1 day),Not seen during interview
e0:99:71:21:ba:46,21,Resident (20+ days),Campus member (seen during interview)
e0:99:71:21:e0:ce,6,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:22:15:ea,1,One-time (1 day),Not seen during interview
e0:99:71:22:8e:84,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:22:b6:98,2,Rare (2 days),Not seen during interview
e0:99:71:22:d0:a4,1,One-time (1 day),Not seen during interview
e0:99:71:28:cf:cc,21,Resident (20+ days),Campus member (seen during interview)
e0:99:71:29:d8:58,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:2c:c7:0c,2,Rare (2 days),Not seen during interview
e0:99:71:33:bd:d4,3,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:34:03:b4,1,One-time (1 day),Not seen during interview
e0:99:71:36:b9:d6,1,One-time (1 day),Not seen during interview
e0:99:71:3b:77:66,22,Resident (20+ days),Campus member (seen during interview)
e0:99:71:3b:8f:f0,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:3b:aa:60,2,Rare (2 days),Not seen during interview
e0:99:71:3c:70:de,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:3c:7c:54,1,One-time (1 day),Not seen during interview
e0:99:71:3f:f1:12,18,Regular (10-19 days),Campus member (seen during interview)
e0:99:71:44:59:be,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:44:79:f8,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:44:8e:46,23,Resident (20+ days),Campus member (seen during interview)
e0:99:71:44:ac:64,1,One-time (1 day),Not seen during interview
e0:99:71:47:7d:ec,24,Resident (20+ days),Campus member (seen during interview)
e0:99:71:47:80:d0,1,One-time (1 day),Not seen during interview
e0:99:71:47:b0:b4,3,Occasional (3-9 days),Not seen during interview
e0:99:71:4b:a0:fe,1,One-time (1 day),Not seen during interview
e0:99:71:4b:dd:be,3,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:4c:59:48,1,One-time (1 day),Not seen during interview
e0:99:71:4c:6f:d2,1,One-time (1 day),Not seen during interview
e0:99:71:50:25:0a,1,One-time (1 day),Not seen during interview
e0:99:71:54:0b:84,4,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:54:b8:12,5,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:54:ba:22,1,One-time (1 day),Not seen during interview
e0:99:71:54:f8:e4,13,Regular (10-19 days),Not seen during interview
e0:99:71:54:fd:4a,2,Rare (2 days),Not seen during interview
e0:99:71:57:7c:4e,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:57:7d:26,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:57:d7:18,1,One-time (1 day),Not seen during interview
e0:99:71:58:23:40,27,Resident (20+ days),Campus member (seen during interview)
e0:99:71:58:35:94,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:58:37:da,26,Resident (20+ days),Campus member (seen during interview)
e0:99:71:5b:0b:7c,9,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:5b:1e:3e,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:5e:bf:9c,3,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:61:4b:20,4,Occasional (3-9 days),Not seen during interview
e0:99:71:61:f1:10,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:64:77:60,2,Rare (2 days),Not seen during interview
e0:99:71:64:bd:36,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:65:88:16,3,Occasional (3-9 days),Not seen during interview
e0:99:71:65:90:ae,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:65:9e:32,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:66:05:00,26,Resident (20+ days),Campus member (seen during interview)
e0:99:71:68:7e:2a,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:69:05:bc,1,One-time (1 day),Not seen during interview
e0:99:71:6a:4b:96,1,One-time (1 day),Not seen during interview
e0:99:71:6a:6b:b2,1,One-time (1 day),Interview-only (Outsider)
e0:99:71:8d:01:c3,4,Occasional (3-9 days),Campus member (seen during interview)
e0:99:71:94:60:b3,26,Resident (20+ days),Campus member (seen during interview)
e0:aa:96:01:92:20,1,One-time (1 day),Not seen during interview
e0:aa:96:08:97:fa,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:13:81:d0,1,One-time (1 day),Not seen during interview
e0:aa:96:16:1d:a8,1,One-time (1 day),Not seen during interview
e0:aa:96:2c:58:e8,1,One-time (1 day),Not seen during interview
e0:aa:96:32:53:7c,2,Rare (2 days),Not seen during interview
e0:aa:96:39:0b:00,2,Rare (2 days),Not seen during interview
e0:aa:96:40:f1:90,1,One-time (1 day),Not seen during interview
e0:aa:96:40:fa:36,2,Rare (2 days),Campus member (seen during interview)
e0:aa:96:40:fb:ae,23,Resident (20+ days),Campus member (seen during interview)
e0:aa:96:6a:f2:b8,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:6b:78:12,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:6e:fe:d8,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:7e:cd:9a,1,One-time (1 day),Not seen during interview
e0:aa:96:7e:ce:7c,1,One-time (1 day),Not seen during interview
e0:aa:96:95:41:02,4,Occasional (3-9 days),Not seen during interview
e0:aa:96:9d:88:48,6,Occasional (3-9 days),Not seen during interview
e0:aa:96:ab:dc:38,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:c0:b2:8c,23,Resident (20+ days),Campus member (seen during interview)
e0:aa:96:c0:b2:f0,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:c1:de:76,7,Occasional (3-9 days),Not seen during interview
e0:aa:96:c8:2e:6c,1,One-time (1 day),Interview-only (Outsider)
e0:aa:96:d7:c5:98,5,Occasional (3-9 days),Campus member (seen during interview)
e0:aa:96:db:36:06,22,Resident (20+ days),Campus member (seen during interview)
e0:aa:96:df:0c:04,2,Rare (2 days),Not seen during interview
e0:aa:96:df:29:ba,6,Occasional (3-9 days),Not seen during interview
